"age","ageMarried","monthsSinceM","pregnancies","children","sons","region","literacy"
48,"22to25",308,4,4,0,"10-20k","yes"
36,"25to30",123,1,1,1,"10-20k","yes"
48,"22to25",155,4,4,2,"lt10k","yes"
46,"25to30",237,1,1,0,"lt10k","yes"
22,"18to20",48,1,1,0,"lt10k","yes"
49,"25to30",240,1,1,0,"lt10k","yes"
32,"25to30",61,1,1,1,"lt10k","yes"
49,"25to30",279,2,2,2,"lt10k","yes"
40,"20to22",194,4,4,3,"lt10k","yes"
37,"18to20",223,2,2,1,"lt10k","yes"
27,"18to20",111,1,1,0,"lt10k","yes"
39,"22to25",179,0,0,0,"lt10k","yes"
45,"30toInf",139,1,1,0,"lt10k","yes"
34,"25to30",114,1,1,0,"lt10k","yes"
31,"22to25",102,2,2,1,"lt10k","yes"
37,"30toInf",71,2,2,1,"lt10k","yes"
29,"20to22",87,3,2,2,"lt10k","yes"
33,"20to22",145,2,3,2,"lt10k","yes"
39,"18to20",240,2,2,1,"lt10k","yes"
45,"22to25",276,2,2,1,"lt10k","yes"
41,"22to25",225,2,2,0,"lt10k","no"
46,"25to30",256,2,2,2,"lt10k","yes"
40,"30toInf",94,1,1,1,"lt10k","yes"
40,"22to25",219,3,3,1,"lt10k","no"
42,"22to25",222,2,2,2,"lt10k","yes"
41,"22to25",202,2,2,0,"lt10k","yes"
39,"25to30",84,3,3,1,"lt10k","yes"
37,"18to20",222,3,3,3,"lt10k","yes"
42,"25to30",212,3,3,1,"lt10k","yes"
43,"20to22",260,1,1,1,"lt10k","yes"
44,"22to25",242,3,3,3,"lt10k","yes"
42,"22to25",207,4,4,1,"lt10k","yes"
44,"22to25",257,2,2,2,"lt10k","yes"
42,"22to25",213,2,2,2,"lt10k","yes"
43,"25to30",207,2,2,0,"lt10k","yes"
23,"18to20",55,2,2,1,"lt10k","yes"
27,"20to22",78,2,2,1,"lt10k","yes"
37,"20to22",191,1,1,1,"lt10k","yes"
36,"22to25",154,2,2,0,"lt10k","yes"
31,"20to22",118,2,2,1,"lt10k","yes"
27,"22to25",61,2,2,1,"lt10k","yes"
44,"25to30",205,1,1,0,"lt10k","yes"
42,"25to30",138,0,0,0,"lt10k","yes"
38,"25to30",118,2,2,2,"lt10k","no"
33,"20to22",144,1,1,1,"lt10k","yes"
26,"22to25",38,0,0,0,"lt10k","yes"
28,"20to22",83,2,2,0,"lt10k","yes"
27,"22to25",54,1,1,0,"lt10k","yes"
32,"25to30",42,1,1,1,"lt10k","yes"
44,"0to15",353,4,4,2,"lt10k","yes"
28,"18to20",59,1,1,0,"lt10k","yes"
40,"15to18",299,3,3,2,"lt10k","yes"
22,"15to18",84,3,3,2,"lt10k","yes"
34,"20to22",162,1,1,1,"lt10k","yes"
24,"18to20",75,1,1,0,"lt10k","yes"
32,"20to22",146,3,3,2,"lt10k","yes"
28,"0to15",168,5,5,4,"lt10k","yes"
34,"22to25",135,1,1,0,"lt10k","yes"
30,"22to25",97,2,2,0,"lt10k","yes"
28,"22to25",66,1,1,0,"20k+","yes"
32,"22to25",111,2,2,1,"lt10k","yes"
28,"15to18",126,2,2,1,"lt10k","yes"
36,"18to20",215,2,2,0,"lt10k","yes"
30,"20to22",103,1,1,1,"lt10k","yes"
32,"15to18",192,2,2,0,"lt10k","yes"
37,"22to25",169,2,2,1,"lt10k","yes"
27,"20to22",73,1,1,0,"lt10k","yes"
24,"0to15",124,2,2,0,"lt10k","yes"
23,"18to20",47,2,2,1,"lt10k","yes"
30,"25to30",39,1,1,0,"lt10k","yes"
35,"18to20",197,2,2,1,"lt10k","yes"
28,"22to25",64,1,1,1,"lt10k","yes"
25,"20to22",53,2,2,1,"lt10k","yes"
33,"25to30",62,0,0,0,"lt10k","yes"
25,"18to20",79,3,2,0,"lt10k","yes"
24,"20to22",27,1,1,0,"lt10k","yes"
48,"20to22",325,2,2,0,"lt10k","no"
36,"22to25",156,1,1,0,"lt10k","yes"
32,"22to25",105,2,2,0,"lt10k","yes"
34,"18to20",174,2,2,1,"lt10k","yes"
36,"20to22",179,2,2,1,"lt10k","yes"
22,"22to25",3,1,0,0,"lt10k","yes"
44,"15to18",323,1,1,0,"lt10k","yes"
39,"20to22",218,4,4,4,"lt10k","yes"
32,"15to18",106,2,2,1,"lt10k","yes"
39,"22to25",209,1,1,0,"lt10k","yes"
23,"18to20",57,2,2,1,"lt10k","yes"
42,"15to18",317,0,0,0,"lt10k","yes"
40,"25to30",140,1,1,0,"lt10k","yes"
28,"18to20",124,3,3,2,"lt10k","yes"
34,"22to25",126,2,2,1,"lt10k","yes"
45,"22to25",246,1,1,0,"lt10k","yes"
24,"20to22",27,1,1,0,"lt10k","yes"
49,"22to25",317,2,2,1,"lt10k","yes"
47,"25to30",246,1,1,1,"lt10k","yes"
41,"20to22",246,3,3,1,"lt10k","yes"
45,"22to25",256,1,1,1,"lt10k","yes"
32,"18to20",153,1,1,1,"lt10k","yes"
43,"15to18",311,1,1,0,"lt10k","yes"
30,"20to22",110,1,1,0,"lt10k","yes"
30,"25to30",55,0,0,0,"lt10k","yes"
41,"22to25",219,0,0,0,"lt10k","yes"
49,"30toInf",151,1,1,1,"lt10k","yes"
44,"30toInf",146,2,2,1,"lt10k","yes"
23,"20to22",35,1,1,0,"lt10k","yes"
18,"15to18",38,0,0,0,"20k+","yes"
22,"18to20",57,1,1,1,"20k+","yes"
34,"25to30",99,2,2,2,"20k+","yes"
33,"22to25",112,1,1,1,"20k+","yes"
23,"18to20",61,2,2,1,"20k+","yes"
35,"18to20",198,2,2,1,"20k+","yes"
35,"18to20",194,1,1,0,"20k+","yes"
46,"22to25",293,2,2,2,"20k+","no"
49,"25to30",271,1,1,0,"20k+","yes"
31,"22to25",95,2,2,1,"20k+","yes"
31,"25to30",55,2,1,1,"20k+","yes"
48,"30toInf",224,0,0,0,"lt10k","no"
38,"22to25",190,2,2,1,"20k+","yes"
30,"15to18",150,2,2,1,"20k+","yes"
24,"20to22",38,0,0,0,"20k+","yes"
28,"22to25",51,1,1,1,"20k+","yes"
21,"20to22",5,0,0,0,"20k+","yes"
44,"18to20",308,2,2,1,"20k+","yes"
20,"18to20",19,0,0,0,"20k+","yes"
32,"20to22",87,1,1,1,"20k+","yes"
30,"22to25",94,1,1,0,"20k+","yes"
34,"25to30",102,1,1,1,"20k+","yes"
26,"20to22",71,2,2,0,"20k+","yes"
29,"20to22",93,1,1,0,"20k+","yes"
39,"18to20",250,2,2,2,"20k+","yes"
28,"22to25",56,2,2,1,"20k+","yes"
25,"22to25",5,0,0,0,"20k+","yes"
22,"22to25",7,0,0,0,"20k+","yes"
27,"22to25",49,1,1,0,"20k+","yes"
18,"15to18",13,0,0,0,"20k+","yes"
31,"20to22",128,2,1,0,"20k+","yes"
27,"22to25",51,1,1,1,"20k+","yes"
34,"22to25",132,2,2,1,"20k+","yes"
28,"22to25",50,2,2,2,"20k+","yes"
37,"18to20",215,2,2,1,"20k+","yes"
34,"25to30",101,1,1,0,"20k+","no"
26,"22to25",59,1,1,0,"20k+","yes"
45,"22to25",244,2,2,0,"20k+","yes"
32,"22to25",114,1,1,1,"20k+","yes"
34,"18to20",170,2,2,0,"20k+","yes"
36,"22to25",147,2,2,1,"20k+","yes"
28,"18to20",113,0,0,0,"20k+","yes"
26,"15to18",104,1,1,1,"20k+","yes"
31,"22to25",85,1,2,2,"20k+","yes"
37,"20to22",186,2,2,2,"20k+","yes"
26,"18to20",93,2,2,1,"20k+","yes"
29,"22to25",92,2,2,2,"20k+","yes"
34,"22to25",119,1,1,1,"20k+","yes"
44,"20to22",271,2,2,0,"20k+","yes"
29,"25to30",45,1,1,1,"20k+","yes"
36,"25to30",96,1,1,0,"20k+","yes"
37,"22to25",182,2,2,1,"20k+","yes"
32,"22to25",94,2,2,1,"20k+","yes"
31,"22to25",98,1,1,0,"20k+","yes"
32,"20to22",135,2,2,1,"20k+","yes"
31,"20to22",139,2,2,2,"20k+","yes"
48,"15to18",152,3,3,3,"20k+","yes"
35,"25to30",123,1,1,0,"20k+","yes"
47,"30toInf",170,1,1,1,"20k+","yes"
34,"18to20",176,2,2,2,"20k+","yes"
31,"22to25",85,2,2,1,"20k+","yes"
47,"25to30",217,2,2,0,"20k+","yes"
36,"25to30",92,1,1,0,"20k+","yes"
39,"30toInf",101,4,4,3,"10-20k","yes"
39,"25to30",159,2,2,1,"10-20k","no"
45,"22to25",267,2,2,1,"10-20k","yes"
45,"22to25",260,3,3,2,"10-20k","yes"
48,"20to22",325,0,0,0,"10-20k","yes"
30,"15to18",155,3,3,2,"10-20k","yes"
40,"25to30",186,1,1,0,"10-20k","yes"
42,"25to30",153,2,2,0,"10-20k","yes"
27,"20to22",66,1,1,0,"10-20k","yes"
42,"22to25",224,1,1,0,"10-20k","yes"
36,"18to20",199,2,2,2,"10-20k","yes"
38,"25to30",162,2,2,1,"10-20k","yes"
44,"20to22",294,2,2,2,"10-20k","yes"
32,"15to18",185,2,2,1,"10-20k","yes"
44,"25to30",220,1,1,1,"10-20k","yes"
47,"22to25",305,2,2,1,"10-20k","yes"
35,"20to22",166,0,0,0,"10-20k","yes"
40,"18to20",97,1,1,1,"10-20k","yes"
36,"22to25",161,3,3,3,"10-20k","no"
25,"20to22",60,0,0,0,"10-20k","yes"
37,"22to25",177,3,3,2,"10-20k","yes"
30,"20to22",101,2,2,2,"lt10k","yes"
40,"22to25",198,1,1,1,"10-20k","yes"
37,"25to30",145,2,2,1,"10-20k","yes"
27,"15to18",146,2,2,1,"10-20k","yes"
34,"22to25",125,2,2,1,"10-20k","yes"
26,"22to25",42,1,0,0,"10-20k","yes"
31,"22to25",78,1,1,0,"10-20k","yes"
46,"25to30",233,0,0,0,"10-20k","yes"
32,"22to25",105,2,2,1,"10-20k","yes"
35,"20to22",171,1,1,1,"10-20k","yes"
32,"22to25",114,2,2,2,"10-20k","yes"
35,"18to20",200,1,1,1,"10-20k","yes"
22,"15to18",86,1,1,1,"10-20k","yes"
42,"30toInf",144,3,3,0,"10-20k","yes"
43,"20to22",256,2,2,1,"10-20k","yes"
28,"20to22",87,2,2,2,"10-20k","yes"
39,"22to25",203,2,2,1,"10-20k","yes"
26,"22to25",36,0,0,0,"10-20k","yes"
24,"22to25",11,0,0,0,"10-20k","yes"
43,"25to30",179,0,0,0,"lt10k","yes"
48,"30toInf",207,3,3,3,"lt10k","yes"
41,"30toInf",93,2,2,2,"lt10k","yes"
36,"20to22",193,2,3,1,"lt10k","yes"
19,"18to20",2,0,0,0,"lt10k","yes"
27,"22to25",43,1,1,0,"lt10k","yes"
40,"18to20",267,2,2,0,"lt10k","yes"
49,"30toInf",218,2,2,1,"lt10k","yes"
38,"25to30",106,0,0,0,"lt10k","yes"
32,"30toInf",27,1,1,1,"lt10k","yes"
24,"15to18",103,2,2,2,"lt10k","yes"
41,"18to20",270,2,2,2,"20k+","yes"
36,"22to25",172,2,2,0,"20k+","yes"
46,"25to30",245,1,1,0,"20k+","yes"
49,"18to20",361,2,2,0,"20k+","no"
45,"20to22",287,4,4,1,"20k+","yes"
35,"15to18",220,2,2,2,"20k+","yes"
46,"25to30",248,1,1,1,"20k+","yes"
35,"22to25",132,2,2,2,"20k+","yes"
46,"22to25",268,2,2,0,"20k+","yes"
44,"25to30",180,1,1,1,"20k+","yes"
33,"20to22",137,2,2,2,"20k+","yes"
36,"22to25",135,1,1,1,"20k+","yes"
30,"18to20",149,0,0,0,"20k+","yes"
41,"22to25",220,2,2,2,"20k+","yes"
41,"22to25",208,2,2,0,"20k+","yes"
37,"20to22",189,3,3,1,"20k+","yes"
34,"18to20",197,0,0,0,"20k+","yes"
23,"18to20",29,2,2,2,"20k+","yes"
40,"22to25",204,2,2,1,"20k+","yes"
21,"18to20",42,1,1,0,"20k+","yes"
33,"18to20",173,2,2,1,"20k+","no"
47,"18to20",338,1,1,1,"20k+","yes"
23,"22to25",2,1,0,0,"20k+","yes"
34,"25to30",107,2,2,0,"20k+","yes"
38,"25to30",158,2,2,1,"20k+","yes"
41,"20to22",245,1,1,0,"lisbon","yes"
33,"22to25",128,1,1,1,"20k+","yes"
47,"22to25",290,2,2,1,"20k+","yes"
18,"18to20",2,0,0,0,"20k+","yes"
23,"22to25",8,0,0,0,"20k+","yes"
31,"18to20",143,2,2,2,"10-20k","yes"
30,"20to22",123,2,2,1,"10-20k","yes"
43,"30toInf",99,2,2,2,"10-20k","yes"
35,"22to25",150,4,4,2,"10-20k","yes"
37,"18to20",221,2,2,2,"10-20k","no"
27,"15to18",116,1,1,0,"10-20k","yes"
18,"15to18",21,1,1,1,"10-20k","yes"
26,"20to22",59,1,1,1,"10-20k","yes"
36,"22to25",170,2,2,0,"10-20k","yes"
31,"15to18",91,2,3,1,"10-20k","yes"
31,"20to22",120,1,1,1,"10-20k","yes"
34,"18to20",180,3,3,3,"10-20k","yes"
46,"22to25",268,3,3,0,"10-20k","yes"
33,"15to18",156,3,3,1,"10-20k","yes"
36,"25to30",119,2,2,1,"10-20k","yes"
43,"30toInf",152,3,3,1,"10-20k","yes"
37,"25to30",119,1,1,0,"10-20k","yes"
36,"15to18",228,2,2,0,"10-20k","yes"
45,"20to22",299,4,4,2,"10-20k","no"
43,"18to20",296,3,3,1,"10-20k","yes"
29,"0to15",196,4,4,1,"10-20k","yes"
35,"15to18",238,5,4,1,"10-20k","yes"
43,"20to22",207,4,4,2,"10-20k","yes"
34,"22to25",131,2,2,0,"10-20k","yes"
21,"18to20",19,0,0,0,"10-20k","yes"
47,"18to20",353,4,4,3,"10-20k","yes"
21,"20to22",7,0,0,0,"10-20k","yes"
27,"22to25",45,2,2,0,"10-20k","yes"
39,"22to25",197,1,1,0,"10-20k","yes"
34,"18to20",184,3,3,3,"10-20k","yes"
43,"22to25",249,3,3,3,"10-20k","yes"
36,"18to20",205,2,2,1,"10-20k","yes"
34,"20to22",167,2,2,2,"10-20k","yes"
29,"25to30",18,1,0,0,"10-20k","yes"
24,"20to22",42,0,0,0,"10-20k","yes"
44,"22to25",242,1,1,0,"10-20k","yes"
39,"20to22",224,1,1,1,"10-20k","yes"
32,"15to18",179,2,2,0,"10-20k","yes"
29,"18to20",114,1,1,1,"10-20k","yes"
38,"25to30",120,1,1,0,"10-20k","yes"
48,"30toInf",101,0,0,0,"10-20k","yes"
43,"20to22",271,1,1,0,"20k+","yes"
41,"22to25",213,2,2,1,"20k+","yes"
39,"18to20",237,2,2,0,"20k+","yes"
41,"22to25",221,2,2,0,"20k+","yes"
36,"20to22",159,2,2,2,"20k+","yes"
23,"18to20",50,4,4,1,"20k+","yes"
28,"22to25",51,1,1,1,"20k+","yes"
29,"18to20",127,2,2,1,"10-20k","yes"
40,"20to22",224,2,2,2,"10-20k","yes"
40,"22to25",188,2,2,0,"10-20k","yes"
33,"22to25",117,1,1,1,"10-20k","yes"
37,"25to30",124,2,2,1,"10-20k","yes"
32,"25to30",53,1,1,0,"10-20k","yes"
39,"25to30",158,2,2,2,"10-20k","yes"
37,"15to18",245,1,1,0,"10-20k","yes"
24,"20to22",44,1,1,1,"10-20k","yes"
36,"20to22",184,2,2,1,"10-20k","yes"
26,"22to25",33,1,1,1,"10-20k","yes"
45,"25to30",130,2,2,1,"20k+","yes"
34,"20to22",151,2,2,0,"20k+","yes"
37,"22to25",156,2,2,2,"20k+","yes"
40,"25to30",145,2,2,0,"20k+","yes"
24,"22to25",8,0,0,0,"20k+","yes"
42,"25to30",165,2,2,0,"20k+","no"
29,"15to18",141,1,1,1,"20k+","yes"
31,"22to25",108,2,2,0,"20k+","yes"
21,"18to20",31,1,1,0,"20k+","yes"
30,"22to25",90,1,1,0,"20k+","yes"
22,"20to22",20,0,0,0,"20k+","yes"
25,"18to20",83,2,2,1,"20k+","yes"
40,"22to25",220,2,2,1,"20k+","yes"
28,"22to25",80,2,2,1,"20k+","yes"
29,"18to20",116,1,2,2,"20k+","yes"
29,"22to25",54,2,2,2,"20k+","yes"
25,"18to20",73,1,1,1,"20k+","yes"
28,"20to22",94,2,2,1,"20k+","yes"
40,"25to30",102,2,2,2,"20k+","yes"
47,"20to22",325,2,2,1,"20k+","yes"
32,"22to25",120,2,3,1,"20k+","yes"
34,"25to30",56,1,1,1,"20k+","yes"
41,"25to30",159,2,2,1,"20k+","yes"
35,"22to25",151,2,2,1,"20k+","yes"
32,"22to25",118,0,0,0,"20k+","yes"
18,"18to20",5,0,0,0,"20k+","yes"
40,"18to20",244,2,2,2,"20k+","no"
22,"15to18",54,1,1,1,"20k+","yes"
35,"22to25",153,3,3,1,"20k+","no"
22,"15to18",75,3,3,1,"20k+","yes"
40,"15to18",279,5,5,0,"20k+","yes"
27,"22to25",60,1,1,1,"20k+","yes"
33,"18to20",170,2,2,1,"20k+","yes"
47,"18to20",339,3,3,2,"20k+","no"
36,"22to25",151,1,1,1,"20k+","yes"
26,"18to20",81,1,1,0,"20k+","yes"
32,"18to20",155,2,2,2,"20k+","yes"
44,"18to20",305,3,3,2,"20k+","no"
42,"30toInf",22,0,0,0,"20k+","yes"
48,"22to25",281,2,2,1,"20k+","no"
40,"25to30",161,2,2,2,"20k+","yes"
44,"20to22",276,1,1,0,"20k+","yes"
37,"25to30",138,2,2,1,"20k+","yes"
36,"22to25",176,2,2,1,"20k+","yes"
39,"30toInf",63,2,2,2,"20k+","yes"
49,"18to20",360,1,1,0,"20k+","yes"
28,"22to25",57,1,1,0,"20k+","yes"
35,"18to20",199,2,2,0,"20k+","yes"
40,"20to22",245,2,2,2,"20k+","yes"
29,"22to25",63,1,1,0,"20k+","yes"
44,"30toInf",116,0,0,0,"20k+","no"
45,"20to22",294,1,1,1,"20k+","yes"
38,"20to22",220,0,0,0,"20k+","yes"
23,"22to25",10,1,0,0,"20k+","yes"
28,"22to25",53,1,1,1,"20k+","yes"
45,"20to22",307,1,1,1,"20k+","yes"
47,"22to25",284,3,3,2,"20k+","yes"
23,"18to20",51,1,1,0,"20k+","yes"
38,"15to18",255,2,2,2,"20k+","yes"
23,"18to20",58,1,1,1,"20k+","yes"
46,"22to25",276,2,2,0,"20k+","yes"
45,"15to18",341,2,2,1,"20k+","yes"
43,"15to18",196,2,2,2,"20k+","no"
42,"30toInf",64,0,0,0,"20k+","yes"
35,"15to18",99,2,2,0,"20k+","yes"
46,"18to20",330,2,2,2,"20k+","no"
26,"20to22",61,1,1,1,"20k+","yes"
33,"20to22",155,2,2,2,"10-20k","yes"
39,"20to22",234,1,1,0,"10-20k","yes"
38,"20to22",203,2,2,1,"10-20k","yes"
22,"20to22",27,1,1,1,"10-20k","yes"
41,"20to22",241,1,1,1,"10-20k","yes"
45,"22to25",256,0,0,0,"10-20k","yes"
39,"25to30",164,3,3,3,"10-20k","yes"
38,"22to25",178,1,1,1,"10-20k","yes"
32,"22to25",112,2,2,1,"10-20k","yes"
39,"20to22",210,2,2,1,"10-20k","yes"
36,"25to30",125,1,1,0,"10-20k","yes"
19,"18to20",13,1,1,1,"10-20k","yes"
25,"15to18",36,1,1,1,"10-20k","yes"
40,"22to25",193,3,3,3,"10-20k","yes"
47,"30toInf",208,1,1,1,"10-20k","yes"
37,"30toInf",71,0,0,0,"10-20k","yes"
31,"22to25",82,2,2,0,"10-20k","yes"
46,"25to30",206,2,2,1,"10-20k","yes"
31,"22to25",99,2,2,1,"10-20k","yes"
40,"18to20",153,4,4,4,"10-20k","yes"
47,"18to20",67,2,2,1,"10-20k","yes"
40,"25to30",159,1,1,0,"10-20k","yes"
39,"30toInf",97,3,3,3,"10-20k","yes"
28,"20to22",83,2,2,1,"10-20k","yes"
44,"22to25",249,1,1,1,"10-20k","yes"
37,"25to30",139,2,2,0,"10-20k","yes"
39,"15to18",286,3,3,2,"10-20k","yes"
34,"20to22",173,2,2,1,"20k+","yes"
48,"22to25",41,0,0,0,"lt10k","yes"
30,"25to30",37,0,0,0,"lt10k","yes"
26,"20to22",61,1,1,0,"lt10k","yes"
24,"22to25",29,1,0,0,"lt10k","yes"
43,"18to20",287,7,7,4,"lt10k","no"
25,"20to22",51,1,1,1,"lt10k","yes"
35,"22to25",141,2,2,1,"lt10k","yes"
27,"20to22",82,1,1,1,"lt10k","yes"
31,"20to22",131,1,1,0,"lt10k","yes"
35,"25to30",90,1,1,1,"lt10k","yes"
29,"15to18",140,2,2,2,"lt10k","yes"
29,"20to22",106,3,3,2,"lt10k","yes"
37,"22to25",182,2,2,1,"lt10k","yes"
34,"22to25",155,1,1,0,"lt10k","yes"
27,"22to25",61,1,1,1,"lt10k","yes"
41,"22to25",222,2,2,0,"lt10k","yes"
45,"25to30",197,2,2,1,"lt10k","yes"
30,"20to22",111,2,2,2,"lt10k","yes"
43,"20to22",214,2,2,1,"lt10k","yes"
39,"30toInf",32,2,1,1,"lt10k","yes"
31,"25to30",78,1,1,0,"lt10k","yes"
27,"22to25",61,3,3,1,"lt10k","yes"
35,"22to25",151,2,2,1,"lt10k","yes"
33,"22to25",115,2,1,1,"lt10k","yes"
30,"20to22",118,2,2,1,"lt10k","yes"
32,"22to25",125,3,3,1,"lt10k","yes"
29,"22to25",80,1,1,1,"lt10k","yes"
46,"25to30",239,3,3,2,"lt10k","yes"
32,"22to25",88,3,3,0,"lt10k","yes"
38,"25to30",111,2,2,0,"lt10k","yes"
49,"25to30",274,1,1,1,"lt10k","yes"
49,"25to30",243,1,1,0,"lt10k","yes"
49,"18to20",377,1,1,0,"lt10k","yes"
46,"25to30",238,1,1,1,"lt10k","yes"
34,"25to30",99,1,1,0,"lt10k","yes"
39,"20to22",227,1,1,1,"lt10k","yes"
42,"25to30",168,1,1,1,"lt10k","yes"
35,"22to25",155,2,2,0,"lt10k","yes"
39,"22to25",201,3,3,1,"lt10k","yes"
41,"22to25",235,2,2,2,"lt10k","yes"
39,"25to30",151,3,3,3,"lt10k","yes"
46,"20to22",318,3,3,2,"lt10k","yes"
36,"20to22",176,1,1,1,"lt10k","yes"
37,"22to25",186,2,2,0,"lt10k","yes"
45,"25to30",237,1,1,1,"lt10k","yes"
41,"25to30",150,1,1,0,"lt10k","yes"
49,"30toInf",227,2,2,0,"lt10k","yes"
41,"22to25",226,1,1,1,"lt10k","yes"
48,"25to30",279,1,1,0,"lt10k","yes"
40,"22to25",199,1,0,0,"lt10k","yes"
27,"25to30",30,0,0,0,"lt10k","yes"
28,"25to30",5,0,0,0,"lt10k","yes"
47,"25to30",215,1,1,0,"lt10k","yes"
30,"18to20",132,2,2,0,"lt10k","yes"
35,"18to20",186,1,1,1,"lt10k","yes"
32,"22to25",102,1,1,1,"lt10k","yes"
20,"18to20",11,1,0,0,"lt10k","yes"
40,"22to25",201,1,1,0,"lt10k","yes"
32,"22to25",104,2,2,1,"lt10k","yes"
42,"25to30",196,4,4,0,"lt10k","yes"
28,"18to20",110,2,2,1,"lt10k","yes"
29,"22to25",78,2,1,1,"lt10k","yes"
30,"22to25",93,2,2,0,"lt10k","yes"
39,"22to25",180,2,2,0,"lt10k","yes"
36,"22to25",167,2,2,0,"lt10k","yes"
30,"22to25",90,2,2,2,"lt10k","yes"
39,"30toInf",93,2,2,1,"lt10k","yes"
29,"22to25",64,1,1,0,"lt10k","yes"
34,"25to30",86,2,2,1,"lt10k","yes"
33,"25to30",85,1,1,0,"lt10k","yes"
29,"20to22",90,1,1,1,"lt10k","yes"
45,"20to22",294,2,2,2,"lt10k","yes"
31,"22to25",88,1,1,1,"lt10k","yes"
32,"20to22",132,1,1,1,"lt10k","yes"
22,"15to18",55,2,2,1,"lt10k","yes"
29,"22to25",73,1,1,1,"lt10k","yes"
28,"15to18",130,1,1,1,"lt10k","yes"
33,"22to25",133,1,1,1,"lt10k","yes"
35,"30toInf",66,1,1,0,"lt10k","yes"
34,"18to20",188,1,1,1,"lt10k","yes"
26,"20to22",53,1,1,0,"lt10k","yes"
30,"15to18",176,2,2,1,"lt10k","yes"
40,"22to25",199,4,4,1,"lt10k","yes"
36,"22to25",166,1,1,0,"lt10k","yes"
28,"25to30",38,1,0,0,"lt10k","yes"
40,"22to25",213,2,2,1,"lt10k","yes"
32,"22to25",121,1,2,0,"lt10k","yes"
28,"15to18",134,2,2,0,"lt10k","yes"
26,"0to15",141,2,2,0,"lt10k","yes"
40,"22to25",189,3,3,1,"lt10k","yes"
38,"18to20",223,5,6,2,"lt10k","yes"
43,"20to22",267,10,11,8,"lt10k","yes"
43,"20to22",259,11,11,4,"lt10k","yes"
42,"20to22",267,4,4,1,"lt10k","yes"
43,"20to22",268,6,6,2,"lt10k","yes"
49,"22to25",304,7,7,4,"lt10k","yes"
48,"30toInf",206,7,7,2,"lt10k","yes"
41,"18to20",267,6,6,3,"lt10k","yes"
43,"22to25",230,4,4,3,"lt10k","yes"
44,"25to30",222,6,6,5,"lt10k","yes"
34,"22to25",148,3,4,2,"lt10k","yes"
44,"25to30",236,8,8,5,"lt10k","yes"
40,"20to22",231,4,4,3,"lt10k","yes"
44,"22to25",242,4,4,2,"lt10k","yes"
48,"18to20",359,5,5,0,"lt10k","yes"
39,"22to25",187,4,4,2,"lt10k","yes"
45,"20to22",281,4,4,1,"lt10k","yes"
25,"22to25",21,1,1,1,"lt10k","yes"
49,"25to30",262,6,6,0,"lt10k","yes"
44,"25to30",222,4,5,5,"lt10k","yes"
42,"20to22",251,4,4,4,"lt10k","yes"
42,"25to30",193,4,4,2,"lt10k","yes"
45,"25to30",195,3,3,1,"lt10k","yes"
43,"20to22",265,4,4,3,"lt10k","yes"
21,"18to20",26,1,1,0,"lt10k","yes"
41,"22to25",234,4,4,2,"lt10k","yes"
36,"20to22",185,4,4,1,"lt10k","yes"
42,"20to22",258,4,4,0,"lt10k","yes"
17,"15to18",20,1,1,0,"lt10k","yes"
45,"30toInf",166,4,4,3,"lt10k","yes"
29,"15to18",93,2,2,1,"lt10k","yes"
31,"18to20",148,3,3,2,"lt10k","yes"
40,"20to22",186,3,3,3,"lt10k","yes"
43,"22to25",189,1,1,1,"lt10k","yes"
44,"22to25",239,3,3,1,"lt10k","yes"
44,"22to25",255,1,1,1,"lt10k","yes"
28,"20to22",98,1,1,0,"lt10k","no"
28,"25to30",18,0,0,0,"lt10k","yes"
29,"20to22",101,2,2,0,"lt10k","yes"
22,"18to20",36,1,1,1,"lt10k","yes"
26,"25to30",15,0,0,0,"lt10k","yes"
25,"18to20",90,1,1,0,"lt10k","yes"
23,"20to22",39,2,2,1,"lt10k","yes"
37,"18to20",148,4,4,2,"lt10k","no"
31,"20to22",125,2,2,0,"lt10k","yes"
29,"18to20",119,3,3,1,"lt10k","no"
44,"30toInf",134,0,0,0,"lt10k","yes"
21,"20to22",6,0,0,0,"lt10k","yes"
32,"20to22",141,2,2,2,"lt10k","yes"
44,"30toInf",62,0,0,0,"lt10k","no"
32,"22to25",101,4,4,2,"lt10k","yes"
47,"0to15",387,7,7,3,"lt10k","yes"
39,"18to20",256,5,5,1,"lt10k","yes"
46,"22to25",269,3,3,1,"lt10k","yes"
38,"25to30",161,2,2,2,"lt10k","yes"
39,"22to25",197,2,2,1,"lt10k","yes"
36,"22to25",147,2,2,2,"lt10k","yes"
31,"22to25",117,2,2,1,"lt10k","yes"
37,"22to25",170,2,4,3,"lt10k","yes"
42,"22to25",229,4,4,1,"lt10k","yes"
31,"22to25",89,2,2,2,"lt10k","yes"
31,"20to22",137,1,1,1,"lt10k","yes"
35,"22to25",143,2,2,0,"lt10k","yes"
28,"20to22",93,2,2,1,"lt10k","yes"
33,"22to25",118,4,4,3,"lt10k","yes"
27,"18to20",88,2,1,1,"lt10k","yes"
39,"25to30",177,1,1,1,"lt10k","yes"
32,"18to20",153,2,2,1,"lt10k","yes"
31,"25to30",77,1,1,1,"lt10k","yes"
42,"30toInf",143,2,2,0,"lt10k","yes"
41,"20to22",239,3,3,1,"lt10k","no"
31,"18to20",157,3,3,2,"lt10k","yes"
