"age","ageMarried","monthsSinceM","pregnancies","children","sons","region","literacy"
36,"30toInf",80,2,2,2,"lt10k","yes"
28,"0to15",170,3,4,1,"lt10k","no"
38,"22to25",197,3,3,1,"lt10k","no"
38,"20to22",203,4,5,4,"lt10k","yes"
47,"25to30",225,2,2,0,"lt10k","yes"
31,"18to20",146,6,6,3,"lt10k","yes"
32,"22to25",118,2,2,0,"lt10k","yes"
25,"18to20",83,2,2,1,"lt10k","yes"
30,"22to25",94,2,2,2,"lt10k","yes"
34,"18to20",177,2,2,2,"lt10k","yes"
43,"15to18",321,3,3,2,"lt10k","yes"
47,"25to30",244,4,4,2,"lt10k","yes"
25,"15to18",119,2,2,2,"lt10k","yes"
33,"20to22",151,3,3,2,"lt10k","yes"
30,"18to20",137,2,2,2,"lt10k","yes"
38,"22to25",199,2,2,1,"lt10k","yes"
36,"22to25",165,2,2,2,"lt10k","yes"
44,"25to30",181,2,2,1,"lt10k","yes"
31,"20to22",120,2,2,0,"lt10k","yes"
48,"22to25",290,2,2,0,"10-20k","yes"
30,"25to30",54,1,1,0,"10-20k","yes"
32,"18to20",159,4,4,2,"10-20k","yes"
33,"20to22",150,3,3,2,"10-20k","yes"
31,"20to22",136,2,2,0,"10-20k","yes"
48,"18to20",339,6,6,4,"10-20k","no"
31,"20to22",120,1,1,1,"10-20k","yes"
38,"22to25",191,2,2,1,"10-20k","yes"
43,"15to18",320,2,2,2,"10-20k","yes"
43,"25to30",208,2,2,1,"10-20k","yes"
26,"20to22",67,1,1,0,"10-20k","yes"
34,"22to25",134,2,2,2,"10-20k","yes"
33,"25to30",87,1,1,0,"10-20k","yes"
36,"20to22",186,1,1,1,"10-20k","yes"
25,"22to25",23,1,1,0,"10-20k","yes"
28,"22to25",58,1,1,1,"10-20k","yes"
29,"25to30",46,0,0,0,"10-20k","yes"
38,"25to30",118,2,2,1,"10-20k","yes"
40,"25to30",162,1,1,1,"10-20k","yes"
40,"18to20",249,3,3,0,"10-20k","no"
45,"18to20",324,2,2,0,"10-20k","yes"
41,"30toInf",71,1,1,0,"lt10k","yes"
34,"25to30",98,2,2,1,"lt10k","yes"
45,"22to25",270,1,1,0,"lt10k","yes"
45,"22to25",275,2,2,2,"lt10k","yes"
36,"25to30",130,1,1,1,"lt10k","yes"
37,"15to18",151,3,3,0,"lt10k","no"
37,"25to30",134,2,2,1,"lt10k","yes"
28,"25to30",35,1,1,1,"lt10k","yes"
32,"22to25",115,1,1,0,"lt10k","yes"
29,"18to20",115,2,2,1,"lt10k","yes"
22,"18to20",29,1,1,1,"lt10k","yes"
33,"20to22",138,2,2,1,"lt10k","yes"
44,"15to18",318,1,1,1,"lt10k","no"
27,"25to30",8,1,1,1,"lt10k","yes"
31,"22to25",90,2,2,1,"lt10k","yes"
31,"15to18",162,1,1,1,"lt10k","yes"
32,"22to25",129,3,3,1,"lt10k","yes"
36,"20to22",197,3,3,3,"lt10k","yes"
37,"22to25",162,2,2,1,"lt10k","yes"
43,"25to30",196,3,3,2,"lt10k","yes"
44,"25to30",211,1,1,0,"lt10k","yes"
34,"22to25",145,1,2,2,"lt10k","yes"
34,"18to20",134,5,5,3,"lt10k","yes"
31,"18to20",139,3,3,1,"lt10k","yes"
34,"15to18",207,2,2,1,"lt10k","yes"
34,"22to25",131,2,2,2,"lt10k","yes"
28,"22to25",48,2,2,0,"lt10k","yes"
42,"22to25",221,2,2,1,"lt10k","yes"
38,"22to25",179,3,3,2,"lt10k","no"
23,"15to18",78,1,1,0,"lt10k","yes"
33,"18to20",172,2,2,2,"lt10k","yes"
26,"18to20",92,0,0,0,"lt10k","yes"
28,"25to30",20,0,0,0,"lt10k","yes"
30,"18to20",127,3,3,1,"lt10k","yes"
26,"20to22",73,2,1,0,"lt10k","yes"
37,"20to22",206,2,2,1,"lt10k","yes"
46,"15to18",367,2,2,1,"lt10k","no"
41,"22to25",233,2,2,1,"lt10k","no"
25,"20to22",65,2,2,1,"lt10k","yes"
32,"15to18",179,2,2,1,"lt10k","yes"
32,"20to22",102,3,3,1,"lt10k","yes"
32,"22to25",121,1,1,0,"lt10k","yes"
29,"20to22",111,1,1,1,"lt10k","yes"
30,"18to20",132,2,2,0,"lt10k","yes"
38,"18to20",234,2,2,0,"lt10k","yes"
42,"18to20",279,2,2,0,"lt10k","yes"
34,"15to18",195,3,3,3,"lt10k","yes"
23,"20to22",18,1,0,0,"lt10k","yes"
39,"18to20",239,5,5,2,"lt10k","yes"
45,"20to22",297,1,1,0,"lt10k","yes"
33,"22to25",119,1,1,1,"lt10k","yes"
40,"18to20",257,2,2,0,"lt10k","yes"
26,"20to22",61,2,2,1,"lt10k","yes"
40,"20to22",232,2,2,1,"lt10k","yes"
28,"20to22",79,2,2,2,"lt10k","yes"
37,"18to20",232,2,2,2,"lt10k","yes"
43,"22to25",255,2,2,2,"lt10k","yes"
28,"22to25",61,1,1,0,"20k+","yes"
39,"25to30",125,2,2,2,"20k+","yes"
45,"18to20",335,2,2,2,"20k+","yes"
40,"15to18",286,2,2,0,"20k+","yes"
27,"22to25",34,1,1,1,"20k+","yes"
33,"22to25",138,2,2,1,"20k+","yes"
46,"30toInf",55,2,2,1,"20k+","yes"
30,"25to30",62,2,1,1,"20k+","yes"
44,"22to25",275,1,1,1,"20k+","yes"
46,"22to25",287,5,5,2,"20k+","no"
46,"25to30",208,1,1,1,"20k+","yes"
39,"18to20",234,2,2,1,"20k+","yes"
37,"15to18",245,0,0,0,"20k+","yes"
47,"25to30",239,0,0,0,"20k+","yes"
41,"22to25",229,2,2,1,"20k+","yes"
46,"25to30",239,1,1,0,"20k+","yes"
34,"15to18",211,1,1,1,"20k+","yes"
41,"20to22",251,2,2,1,"20k+","yes"
44,"18to20",291,0,0,0,"20k+","yes"
46,"25to30",236,1,1,1,"20k+","yes"
45,"25to30",235,1,1,0,"20k+","no"
43,"22to25",239,2,2,1,"20k+","yes"
35,"22to25",154,1,1,1,"20k+","yes"
35,"25to30",119,1,1,1,"20k+","yes"
27,"15to18",127,2,2,0,"20k+","yes"
47,"25to30",232,1,1,1,"20k+","yes"
35,"25to30",107,1,1,0,"20k+","yes"
39,"22to25",185,1,1,1,"20k+","yes"
22,"18to20",55,1,1,1,"20k+","yes"
27,"20to22",87,1,1,0,"20k+","yes"
22,"15to18",28,2,1,1,"20k+","yes"
41,"20to22",240,1,1,1,"20k+","yes"
41,"22to25",219,2,2,0,"20k+","yes"
32,"22to25",119,2,2,1,"20k+","yes"
49,"22to25",326,2,2,0,"20k+","yes"
24,"22to25",5,1,0,0,"20k+","yes"
22,"18to20",50,1,1,1,"20k+","yes"
32,"20to22",119,0,0,0,"20k+","yes"
28,"20to22",92,2,2,1,"20k+","yes"
36,"25to30",113,2,2,2,"20k+","yes"
30,"22to25",98,1,1,0,"20k+","yes"
34,"25to30",68,2,2,1,"20k+","yes"
34,"15to18",169,2,2,2,"20k+","yes"
48,"25to30",281,3,3,2,"20k+","yes"
46,"22to25",277,2,2,2,"20k+","yes"
40,"22to25",197,2,2,2,"lt10k","yes"
37,"18to20",226,3,3,1,"lt10k","yes"
42,"25to30",159,1,1,1,"lt10k","yes"
30,"22to25",66,2,2,1,"lt10k","yes"
49,"22to25",313,2,2,1,"lt10k","yes"
44,"25to30",233,0,0,0,"lt10k","yes"
38,"25to30",119,2,2,2,"lt10k","yes"
23,"18to20",46,0,0,0,"lt10k","yes"
27,"18to20",100,2,2,1,"lt10k","yes"
34,"20to22",46,3,3,2,"lt10k","yes"
40,"22to25",215,2,2,1,"lt10k","yes"
38,"22to25",186,2,2,1,"lt10k","yes"
47,"20to22",324,3,3,2,"lt10k","no"
46,"22to25",271,3,3,3,"lt10k","yes"
46,"18to20",327,2,2,0,"lt10k","no"
47,"20to22",236,2,2,1,"lt10k","yes"
45,"25to30",236,4,4,3,"lt10k","yes"
28,"18to20",114,1,1,1,"lt10k","yes"
32,"20to22",143,2,2,1,"lt10k","yes"
39,"25to30",157,1,1,0,"lt10k","no"
43,"22to25",243,3,3,3,"lt10k","yes"
23,"18to20",51,1,1,1,"lt10k","yes"
35,"22to25",161,2,2,1,"lt10k","yes"
48,"18to20",358,1,1,1,"lt10k","yes"
49,"25to30",239,1,1,0,"lt10k","yes"
26,"25to30",10,0,0,0,"lt10k","yes"
22,"20to22",6,0,0,0,"lt10k","yes"
24,"22to25",5,1,0,0,"lt10k","yes"
43,"15to18",340,2,2,0,"lt10k","no"
42,"15to18",304,2,2,0,"lt10k","yes"
41,"22to25",225,0,0,0,"lt10k","yes"
25,"22to25",41,0,0,0,"lt10k","yes"
28,"20to22",89,3,2,1,"lt10k","yes"
42,"18to20",290,3,3,1,"lt10k","yes"
29,"22to25",85,2,2,2,"lt10k","yes"
48,"20to22",336,3,3,1,"lt10k","no"
28,"20to22",98,1,1,1,"lt10k","yes"
30,"25to30",14,2,2,2,"lt10k","no"
37,"18to20",215,2,2,0,"lt10k","no"
26,"18to20",87,1,1,0,"lt10k","yes"
31,"20to22",138,2,2,2,"lt10k","yes"
20,"15to18",32,1,1,1,"lt10k","yes"
20,"15to18",57,2,2,1,"lt10k","yes"
36,"22to25",162,2,2,2,"lt10k","yes"
43,"15to18",311,3,3,1,"lt10k","no"
32,"20to22",154,1,1,1,"lt10k","yes"
29,"22to25",68,1,1,1,"lt10k","yes"
28,"15to18",126,2,2,2,"lt10k","yes"
32,"20to22",145,1,1,1,"lt10k","yes"
19,"15to18",26,1,1,1,"lt10k","yes"
23,"18to20",52,1,1,1,"lt10k","yes"
24,"22to25",6,0,0,0,"lt10k","yes"
34,"22to25",121,2,2,2,"lt10k","no"
25,"22to25",8,0,0,0,"lt10k","yes"
32,"25to30",75,3,3,3,"lt10k","yes"
21,"15to18",46,1,1,0,"lt10k","yes"
34,"20to22",158,2,2,1,"lt10k","yes"
26,"18to20",93,2,2,1,"lt10k","yes"
31,"25to30",56,0,0,0,"lt10k","yes"
46,"30toInf",150,0,0,0,"lt10k","yes"
31,"22to25",107,2,2,1,"lt10k","yes"
28,"22to25",44,2,2,2,"lt10k","yes"
28,"15to18",127,1,1,0,"lt10k","yes"
29,"22to25",62,1,1,1,"lt10k","yes"
29,"20to22",97,1,1,1,"lt10k","yes"
22,"20to22",13,1,1,1,"lt10k","yes"
29,"20to22",98,2,2,1,"lt10k","yes"
34,"22to25",138,2,2,0,"lt10k","yes"
25,"20to22",54,2,2,1,"lt10k","yes"
29,"20to22",105,0,0,0,"lt10k","yes"
49,"22to25",306,2,2,1,"lt10k","yes"
20,"18to20",9,1,0,0,"lt10k","yes"
36,"15to18",223,2,2,1,"lt10k","yes"
38,"25to30",109,2,2,0,"lt10k","no"
26,"25to30",14,1,1,0,"lt10k","yes"
26,"20to22",55,1,1,0,"lt10k","yes"
34,"22to25",131,1,1,0,"lt10k","yes"
41,"20to22",242,2,2,0,"lt10k","yes"
32,"25to30",67,2,2,2,"lt10k","yes"
21,"20to22",19,1,1,0,"lt10k","yes"
36,"18to20",214,2,2,2,"lt10k","yes"
43,"25to30",206,1,1,1,"lt10k","yes"
20,"18to20",12,1,1,1,"lt10k","yes"
27,"20to22",80,1,1,0,"lt10k","yes"
36,"25to30",120,1,1,0,"10-20k","yes"
32,"22to25",114,2,2,1,"10-20k","yes"
34,"25to30",115,2,2,1,"10-20k","yes"
23,"15to18",91,2,2,0,"10-20k","yes"
42,"22to25",245,1,1,0,"10-20k","no"
31,"22to25",110,1,1,1,"10-20k","yes"
25,"15to18",98,2,2,0,"10-20k","yes"
35,"25to30",96,1,1,0,"10-20k","yes"
42,"25to30",207,2,2,2,"10-20k","yes"
30,"20to22",113,2,2,1,"10-20k","yes"
33,"22to25",106,1,1,1,"10-20k","yes"
39,"25to30",129,2,2,2,"10-20k","yes"
47,"20to22",305,2,2,2,"10-20k","yes"
42,"20to22",258,3,3,2,"10-20k","yes"
44,"22to25",252,1,1,1,"10-20k","yes"
27,"22to25",31,1,1,0,"10-20k","yes"
31,"20to22",120,1,1,1,"10-20k","yes"
44,"22to25",238,2,2,1,"10-20k","yes"
24,"18to20",54,2,2,2,"10-20k","yes"
37,"25to30",114,2,2,0,"10-20k","yes"
27,"25to30",24,1,1,0,"lt10k","yes"
40,"22to25",187,1,1,1,"lt10k","yes"
30,"25to30",6,0,0,0,"lt10k","yes"
44,"15to18",337,2,2,2,"lt10k","yes"
21,"18to20",24,1,1,1,"lt10k","yes"
47,"22to25",301,7,7,5,"lt10k","yes"
25,"20to22",58,2,2,1,"lt10k","yes"
25,"18to20",71,1,1,1,"lt10k","yes"
42,"18to20",269,2,2,0,"lt10k","no"
35,"18to20",98,2,2,0,"lt10k","yes"
34,"18to20",193,3,3,2,"lt10k","yes"
35,"18to20",89,2,2,2,"lt10k","yes"
41,"18to20",270,8,8,5,"lt10k","no"
45,"22to25",250,3,3,2,"lt10k","yes"
26,"22to25",47,2,2,1,"lt10k","yes"
22,"22to25",7,1,1,1,"lt10k","yes"
29,"25to30",48,1,1,1,"lt10k","yes"
43,"25to30",211,6,6,5,"lt10k","no"
33,"20to22",145,2,2,2,"lt10k","yes"
38,"18to20",235,2,2,1,"lt10k","no"
20,"18to20",12,1,1,0,"lt10k","yes"
49,"25to30",264,6,6,3,"lt10k","no"
42,"20to22",268,2,2,2,"lt10k","yes"
43,"22to25",252,4,4,3,"lt10k","no"
48,"18to20",354,3,3,0,"lt10k","yes"
28,"18to20",118,1,1,1,"lt10k","yes"
31,"18to20",162,3,3,2,"lt10k","yes"
42,"22to25",213,4,4,1,"lt10k","yes"
27,"18to20",97,2,2,1,"lt10k","yes"
32,"25to30",80,2,1,1,"lt10k","yes"
35,"25to30",118,2,2,0,"lt10k","yes"
25,"18to20",84,3,3,2,"lt10k","yes"
30,"20to22",104,2,1,1,"lt10k","yes"
41,"22to25",223,3,3,2,"lt10k","yes"
25,"18to20",81,2,2,2,"lt10k","yes"
43,"18to20",306,7,7,2,"lt10k","no"
49,"30toInf",166,3,3,3,"lt10k","yes"
39,"22to25",192,3,3,1,"lt10k","yes"
37,"20to22",191,2,2,0,"lt10k","yes"
37,"22to25",179,3,3,2,"lt10k","yes"
28,"25to30",34,1,1,0,"lt10k","yes"
21,"15to18",47,1,1,1,"lt10k","yes"
21,"18to20",43,1,1,0,"lt10k","yes"
34,"20to22",160,5,5,4,"lt10k","yes"
42,"20to22",257,2,2,1,"lt10k","yes"
25,"20to22",70,2,2,2,"lt10k","yes"
43,"22to25",232,2,2,1,"lt10k","no"
44,"25to30",220,2,2,1,"lt10k","yes"
34,"22to25",150,2,2,1,"lt10k","yes"
44,"18to20",297,8,8,2,"lt10k","yes"
30,"25to30",66,2,2,2,"lt10k","yes"
41,"22to25",230,1,1,1,"lt10k","yes"
33,"15to18",187,3,4,1,"lt10k","yes"
32,"18to20",153,3,3,2,"lt10k","yes"
27,"20to22",77,2,2,1,"lt10k","yes"
26,"20to22",80,2,2,0,"lt10k","yes"
38,"20to22",201,4,4,2,"lt10k","yes"
22,"18to20",56,4,4,1,"lt10k","yes"
32,"20to22",127,3,2,1,"lt10k","yes"
23,"0to15",128,2,2,1,"lt10k","no"
30,"0to15",214,2,2,2,"lt10k","yes"
45,"15to18",364,6,6,3,"lt10k","no"
28,"20to22",94,2,1,1,"lt10k","yes"
21,"20to22",14,1,0,0,"lt10k","yes"
37,"25to30",112,2,2,1,"lt10k","yes"
47,"18to20",343,5,5,4,"lt10k","no"
22,"15to18",56,2,2,1,"lt10k","yes"
40,"20to22",223,4,4,2,"lt10k","yes"
26,"22to25",41,1,1,1,"lt10k","yes"
34,"22to25",136,2,2,1,"lt10k","yes"
35,"25to30",104,2,2,1,"lt10k","yes"
33,"25to30",78,0,0,0,"lt10k","yes"
37,"25to30",105,0,0,0,"lt10k","yes"
29,"20to22",106,1,1,1,"lt10k","yes"
28,"18to20",120,3,3,1,"lt10k","yes"
36,"22to25",150,2,2,1,"lt10k","yes"
36,"22to25",154,2,2,2,"lt10k","yes"
47,"20to22",310,7,7,3,"lt10k","yes"
47,"22to25",305,3,3,2,"lt10k","yes"
26,"25to30",14,1,0,0,"lt10k","yes"
33,"25to30",94,2,2,2,"lt10k","yes"
38,"22to25",184,3,3,0,"lt10k","yes"
30,"20to22",103,3,4,2,"lt10k","yes"
32,"20to22",142,4,4,2,"lt10k","yes"
40,"25to30",174,2,2,0,"lt10k","yes"
35,"20to22",169,2,2,1,"lt10k","yes"
47,"18to20",349,5,5,3,"lt10k","yes"
36,"15to18",232,2,2,2,"lt10k","yes"
44,"25to30",6,1,1,1,"lt10k","no"
30,"25to30",64,1,1,0,"lt10k","yes"
26,"20to22",52,1,1,0,"lt10k","yes"
27,"22to25",39,1,1,0,"lt10k","yes"
41,"18to20",275,2,2,0,"lt10k","yes"
45,"20to22",305,4,4,3,"lt10k","yes"
32,"22to25",124,2,2,1,"lt10k","yes"
46,"25to30",228,2,3,2,"lt10k","yes"
32,"20to22",134,3,3,1,"lt10k","yes"
20,"15to18",29,1,0,0,"lt10k","yes"
41,"25to30",176,2,2,2,"lt10k","yes"
32,"25to30",84,1,1,0,"lt10k","yes"
25,"18to20",69,1,1,1,"lt10k","yes"
38,"22to25",160,5,5,2,"lt10k","yes"
38,"20to22",209,5,5,4,"lt10k","yes"
45,"22to25",247,0,0,0,"lt10k","no"
24,"20to22",34,1,1,0,"lt10k","yes"
44,"20to22",278,3,3,0,"lt10k","yes"
22,"18to20",33,1,1,1,"lt10k","yes"
40,"22to25",216,2,2,1,"lt10k","yes"
36,"15to18",249,2,2,0,"lt10k","yes"
28,"20to22",101,2,2,0,"lt10k","yes"
30,"25to30",57,1,1,0,"lt10k","yes"
28,"20to22",79,2,2,0,"lt10k","yes"
43,"22to25",243,2,2,0,"lt10k","yes"
32,"25to30",64,1,1,0,"lt10k","yes"
33,"18to20",169,2,2,1,"lt10k","yes"
37,"25to30",106,2,2,1,"lt10k","yes"
34,"18to20",189,2,2,2,"lt10k","yes"
35,"25to30",110,2,2,1,"lt10k","yes"
46,"25to30",250,1,1,1,"lt10k","yes"
30,"25to30",21,0,0,0,"lt10k","yes"
34,"22to25",121,1,1,1,"lt10k","yes"
29,"22to25",65,1,1,0,"lt10k","yes"
39,"22to25",178,3,3,2,"lt10k","yes"
32,"22to25",110,4,3,3,"lt10k","yes"
44,"30toInf",90,2,2,1,"lt10k","yes"
43,"25to30",219,4,4,1,"lt10k","yes"
29,"18to20",131,1,2,2,"lt10k","yes"
37,"22to25",174,3,3,3,"lt10k","no"
26,"20to22",74,2,1,1,"lt10k","yes"
23,"18to20",54,1,1,1,"lt10k","yes"
39,"25to30",153,4,4,2,"lt10k","yes"
41,"25to30",173,2,2,0,"lt10k","yes"
32,"25to30",74,3,3,2,"lt10k","yes"
35,"20to22",165,5,5,5,"lt10k","yes"
34,"22to25",120,3,3,1,"lt10k","yes"
24,"15to18",82,2,2,2,"lt10k","yes"
40,"30toInf",1,0,0,0,"lt10k","yes"
23,"20to22",22,1,1,1,"lt10k","yes"
38,"20to22",220,7,7,2,"lt10k","yes"
41,"20to22",239,2,2,2,"lt10k","yes"
33,"22to25",120,4,4,4,"lt10k","yes"
32,"20to22",144,2,2,2,"lt10k","yes"
37,"22to25",136,3,3,3,"lt10k","yes"
35,"22to25",155,4,4,2,"lt10k","yes"
28,"18to20",62,1,1,0,"lt10k","yes"
31,"22to25",102,2,2,1,"lt10k","yes"
23,"20to22",42,1,1,0,"lt10k","yes"
40,"18to20",181,5,5,4,"lt10k","no"
25,"22to25",34,1,1,0,"lt10k","yes"
42,"18to20",270,3,3,3,"lt10k","yes"
35,"18to20",195,5,5,2,"lt10k","yes"
43,"25to30",216,4,4,4,"lt10k","no"
21,"15to18",53,2,2,0,"lt10k","yes"
33,"22to25",128,1,1,0,"lt10k","yes"
44,"22to25",239,6,6,3,"lt10k","yes"
25,"20to22",54,2,2,2,"lt10k","yes"
26,"15to18",118,2,2,2,"lt10k","yes"
38,"25to30",129,2,2,1,"lt10k","yes"
46,"18to20",322,7,7,4,"lt10k","yes"
25,"22to25",23,0,0,0,"lt10k","yes"
24,"20to22",54,1,1,0,"lt10k","yes"
41,"20to22",239,7,7,3,"lt10k","yes"
34,"22to25",127,1,1,0,"lt10k","yes"
23,"18to20",48,1,1,0,"lt10k","yes"
40,"20to22",239,2,2,2,"lt10k","yes"
32,"25to30",89,1,1,0,"lt10k","yes"
23,"20to22",26,1,1,0,"lt10k","yes"
49,"25to30",287,6,6,3,"lt10k","no"
18,"18to20",9,0,0,0,"lt10k","yes"
42,"15to18",305,2,2,1,"lt10k","yes"
47,"22to25",270,3,3,1,"lt10k","yes"
32,"20to22",131,2,2,1,"lt10k","yes"
21,"18to20",41,1,1,0,"lt10k","yes"
45,"20to22",305,7,7,5,"lt10k","no"
34,"22to25",149,3,3,1,"lt10k","yes"
46,"15to18",226,4,4,2,"lt10k","yes"
27,"15to18",122,2,2,1,"lt10k","yes"
24,"15to18",77,1,1,0,"lt10k","yes"
45,"22to25",267,3,3,1,"lt10k","yes"
47,"25to30",261,2,2,1,"lt10k","no"
19,"18to20",4,1,0,0,"lt10k","yes"
26,"15to18",122,2,2,1,"lt10k","yes"
44,"22to25",273,5,5,3,"lt10k","no"
46,"20to22",188,0,0,0,"lt10k","yes"
42,"22to25",235,1,1,0,"lt10k","yes"
37,"20to22",215,0,0,0,"lt10k","yes"
48,"18to20",353,1,1,1,"lt10k","yes"
47,"22to25",299,2,2,0,"lt10k","yes"
24,"22to25",30,1,1,0,"lt10k","yes"
35,"15to18",214,4,4,2,"lt10k","yes"
43,"22to25",245,4,4,3,"lt10k","yes"
23,"18to20",48,2,1,0,"lt10k","yes"
24,"20to22",48,2,1,1,"lt10k","yes"
40,"22to25",219,3,3,2,"lt10k","yes"
30,"18to20",136,1,1,0,"lt10k","yes"
28,"20to22",91,2,2,1,"lt10k","yes"
31,"18to20",145,2,2,1,"lt10k","yes"
27,"22to25",55,1,1,1,"lt10k","yes"
39,"22to25",206,2,2,2,"lt10k","yes"
31,"22to25",96,2,2,1,"lt10k","yes"
18,"15to18",13,0,0,0,"lt10k","yes"
45,"22to25",270,5,5,4,"lt10k","yes"
30,"22to25",74,3,3,0,"lt10k","yes"
47,"22to25",302,2,2,2,"lt10k","no"
26,"20to22",62,1,1,0,"lt10k","yes"
39,"18to20",239,2,2,2,"lt10k","yes"
42,"30toInf",85,2,2,0,"lt10k","yes"
30,"20to22",120,3,3,0,"lt10k","yes"
42,"18to20",289,2,2,0,"lt10k","yes"
48,"20to22",321,4,4,2,"lt10k","no"
45,"22to25",266,5,5,4,"lt10k","yes"
34,"22to25",124,2,2,1,"lt10k","yes"
29,"20to22",109,3,3,0,"lt10k","yes"
37,"20to22",197,2,2,1,"lt10k","no"
41,"30toInf",119,1,1,1,"lt10k","no"
27,"22to25",46,1,1,1,"lt10k","yes"
35,"25to30",104,1,1,1,"lt10k","yes"
41,"25to30",173,0,0,0,"lt10k","yes"
32,"15to18",182,3,3,0,"lt10k","yes"
36,"22to25",177,4,4,3,"lt10k","yes"
21,"18to20",33,1,1,0,"lt10k","yes"
44,"18to20",309,4,4,2,"lt10k","yes"
20,"20to22",3,0,0,0,"lt10k","yes"
31,"18to20",148,3,3,2,"lt10k","yes"
43,"20to22",276,3,3,2,"lt10k","yes"
37,"20to22",186,3,3,2,"lt10k","yes"
28,"20to22",103,3,3,1,"lt10k","yes"
29,"18to20",133,2,2,2,"lt10k","yes"
30,"25to30",58,2,1,1,"lt10k","yes"
47,"30toInf",205,0,0,0,"lt10k","yes"
44,"22to25",239,3,3,2,"lt10k","yes"
46,"18to20",328,3,3,3,"lt10k","no"
41,"25to30",167,2,2,1,"lt10k","yes"
24,"18to20",62,1,1,1,"lt10k","yes"
28,"18to20",105,2,3,0,"lt10k","yes"
20,"18to20",7,1,1,1,"lt10k","yes"
45,"18to20",324,8,8,5,"lt10k","yes"
43,"18to20",287,1,1,0,"lt10k","yes"
39,"20to22",211,6,6,3,"lt10k","yes"
25,"22to25",33,1,1,1,"lt10k","yes"
47,"18to20",357,7,7,4,"lt10k","yes"
35,"25to30",117,2,2,1,"lt10k","yes"
29,"18to20",118,3,3,3,"lt10k","yes"
36,"20to22",194,5,5,2,"lt10k","yes"
36,"25to30",121,3,3,1,"lt10k","yes"
34,"20to22",161,1,2,1,"lt10k","yes"
48,"30toInf",213,2,2,2,"lt10k","yes"
32,"22to25",101,1,2,0,"lt10k","yes"
33,"30toInf",11,1,1,1,"lt10k","yes"
22,"18to20",34,1,1,1,"lt10k","yes"
47,"25to30",227,3,3,1,"lt10k","no"
33,"22to25",121,0,0,0,"lt10k","yes"
23,"18to20",46,2,2,1,"lt10k","yes"
25,"22to25",36,1,1,1,"lt10k","yes"
22,"20to22",12,1,1,1,"lt10k","yes"
44,"30toInf",37,0,0,0,"lt10k","yes"
40,"20to22",245,0,0,0,"lt10k","yes"
38,"25to30",137,3,3,2,"lt10k","yes"
34,"25to30",99,3,4,2,"lt10k","yes"
46,"25to30",221,3,3,1,"lt10k","yes"
35,"30toInf",6,1,0,0,"lt10k","yes"
30,"22to25",88,2,2,2,"lt10k","yes"
39,"25to30",173,3,3,2,"lt10k","yes"
31,"22to25",112,3,3,1,"lt10k","yes"
32,"22to25",112,3,3,1,"lt10k","yes"
45,"20to22",302,12,12,7,"lt10k","no"
46,"25to30",235,4,4,2,"lt10k","yes"
40,"25to30",183,8,8,7,"lt10k","yes"
24,"20to22",53,2,2,0,"lt10k","yes"
32,"15to18",185,7,7,4,"lt10k","yes"
32,"22to25",114,0,0,0,"lt10k","yes"
28,"22to25",56,0,0,0,"lt10k","yes"
39,"25to30",173,3,3,3,"lt10k","yes"
30,"22to25",65,1,1,1,"lt10k","yes"
29,"18to20",109,2,2,1,"lt10k","yes"
49,"22to25",305,0,0,0,"lt10k","yes"
27,"15to18",144,5,5,1,"lt10k","yes"
36,"25to30",107,2,2,1,"lt10k","yes"
44,"25to30",220,3,3,2,"lt10k","yes"
44,"25to30",233,4,4,1,"lt10k","yes"
41,"20to22",245,5,5,3,"lt10k","yes"
20,"15to18",42,1,1,1,"lt10k","yes"
39,"20to22",221,6,6,2,"lt10k","yes"
45,"18to20",312,4,4,3,"lt10k","yes"
37,"22to25",152,3,3,1,"lt10k","yes"
40,"18to20",247,4,4,2,"lt10k","no"
38,"25to30",109,2,2,2,"lt10k","yes"
35,"22to25",140,3,3,2,"lt10k","yes"
40,"20to22",245,1,2,1,"lt10k","yes"
49,"30toInf",14,0,0,0,"lt10k","yes"
49,"22to25",311,1,1,0,"lt10k","yes"
31,"0to15",209,3,3,1,"lt10k","yes"
29,"18to20",76,2,2,0,"lt10k","yes"
28,"25to30",29,2,1,1,"lt10k","yes"
29,"22to25",71,2,2,0,"lt10k","yes"
16,"15to18",7,1,0,0,"lt10k","yes"
48,"20to22",333,1,1,0,"lt10k","yes"
43,"25to30",211,3,3,2,"lt10k","yes"
43,"25to30",201,1,1,0,"lt10k","yes"
34,"22to25",117,2,2,0,"lt10k","yes"
47,"25to30",232,2,2,2,"lt10k","yes"
46,"22to25",281,1,1,0,"lt10k","yes"
33,"22to25",135,1,2,0,"lt10k","yes"
43,"25to30",222,2,2,1,"lt10k","yes"
26,"15to18",116,1,1,1,"lt10k","yes"
27,"18to20",113,4,3,2,"lt10k","yes"
25,"22to25",21,2,1,0,"lt10k","yes"
34,"20to22",159,1,1,1,"lt10k","yes"
32,"22to25",95,2,2,2,"lt10k","yes"
30,"22to25",69,1,1,0,"lt10k","yes"
29,"20to22",106,2,2,2,"lt10k","yes"
29,"18to20",125,2,2,1,"lt10k","yes"
40,"18to20",267,1,1,0,"lt10k","yes"
25,"22to25",18,0,0,0,"lt10k","yes"
27,"22to25",30,2,1,1,"lt10k","yes"
